name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,file_wii,file_size_wii,source_csv,language,
wpn_pzschreck_fire_ug,sound\firearms\launch_pzschreck\wpn_pzschreck_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\launch_pzschreck\wpn_pzschreck_fire.wav,0,,0,,all,
wpn_pzschreck_fire_ug_plr,sound\firearms\launch_pzschreck\wpn_pzschreck_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\launch_pzschreck\wpn_pzschreck_fire.wav,0,,0,,all,
fly_pzschreck_rocket_rattle,sound\firearms\launch_pzschreck\fly_pzschreck_rocket_futz.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\launch_pzschreck\fly_pzschreck_rocket_futz.wav,0,,0,,all,
fly_pzschreck_rocketin,sound\firearms\launch_pzschreck\fly_pzschreck_rocket_in.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\launch_pzschreck\fly_pzschreck_rocket_in.wav,0,,0,,all,
fly_pzschark_animalin,sound\firearms\launch_pzschreck\fly_shark_insert.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\launch_pzschreck\fly_shark_insert.wav,0,,0,,all,
wpn_crossbolt_fire_ug,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,0,,0,,all,
wpn_crossbolt_fire_3p,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,0,,0,,all,
wpn_crossbolt_fire_plr,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,0,,0,,all,
wpn_crossbolt_fire_ug_plr,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\exp_crossbow\wpn_vlad_fire.wav,0,,0,,all,
fly_exp_crossbow_futz,sound\firearms\exp_crossbow\fly_exp_crossbow_futz.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\exp_crossbow\fly_exp_crossbow_futz.wav,0,,0,,all,
fly_exp_crossbow_draw,sound\firearms\exp_crossbow\fly_exp_crossbow_draw.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\exp_crossbow\fly_exp_crossbow_draw.wav,0,,0,,all,
fly_exp_crossbow_latch,sound\firearms\exp_crossbow\fly_exp_crossbow_latch.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\exp_crossbow\fly_exp_crossbow_latch.wav,0,,0,,all,
fly_exp_crosbow_place_bolt,sound\firearms\exp_crossbow\fly_exp_crossbow_place_bolt.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\exp_crossbow\fly_exp_crossbow_place_bolt.wav,0,,0,,all,
fly_rus_bknife_pinpull,sound\firearms\melee_spring_knife\fly_springknife_pinpull.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\melee_spring_knife\fly_springknife_pinpull.wav,0,,0,,all,
fly_rus_bknife_knife_load,sound\firearms\melee_spring_knife\fly_springknife_knife_load.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\melee_spring_knife\fly_springknife_knife_load.wav,0,,0,,all,
fly_morphine_uncap,sound\firearms\equipment_syrette\fly_morphine_tablet_capoff.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_syrette\fly_morphine_tablet_capoff.wav,0,,0,,all,
fly_morphine_inject,sound\firearms\equipment_syrette\fly_morphine_needle_inject.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_syrette\fly_morphine_needle_inject.wav,0,,0,,all,
fly_morphine_toss,sound\firearms\equipment_syrette\fly_morphone_toss.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_syrette\fly_morphone_toss.wav,0,,0,,all,
wpn_aa12_fire_ug,sound\firearms\sht_aa12\wpn_aa12_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\sht_aa12\wpn_aa12_fire.wav,0,,0,,all,
wpn_aa12_fire_3p,sound\firearms\sht_aa12\wpn_aa12_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\sht_aa12\wpn_aa12_fire.wav,0,,0,,all,
wpn_aa12_fire_plr,sound\firearms\sht_aa12\wpn_aa12_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\sht_aa12\wpn_aa12_fire.wav,0,,0,,all,
wpn_aa12_fire_ug_plr,sound\firearms\sht_aa12\wpn_aa12_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\sht_aa12\wpn_aa12_fire.wav,0,,0,,all,
fly_aa12_boltback,sound\firearms\sht_aa12\fly_aa12_boltback.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_aa12\fly_aa12_boltback.wav,0,,0,,all,
fly_aa12_boltforward,sound\firearms\sht_aa12\fly_aa12_boltforward.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_aa12\fly_aa12_boltforward.wav,0,,0,,all,
fly_aa12_magout,sound\firearms\sht_aa12\fly_aa12_magout.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_aa12\fly_aa12_magout.wav,0,,0,,all,
fly_aa12_magin,sound\firearms\sht_aa12\fly_aa12_magin.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\sht_aa12\fly_aa12_magin.wav,0,,0,,all,
wpn_model1894_fire_ug,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,0,,0,,all,
wpn_model1894_fire_3p,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,0,,0,,all,
wpn_model1894_fire_plr,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,0,,0,,all,
wpn_model1894_fire_ug_plr,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\rifle_m1894\wpn_m1894_fire.wav,0,,0,,all,
fly_model1894_chamber_open,sound\firearms\rifle_m1894\fly_m1894_lever_open.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\rifle_m1894\fly_m1894_lever_open.wav,0,,0,,all,
fly_model1894_chamber_close,sound\firearms\rifle_m1894\fly_m1894_lever_close.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\rifle_m1894\fly_m1894_lever_close.wav,0,,0,,all,
fly_model1894_round_in,sound\firearms\rifle_m1894\fly_m1894_shell_insert_00.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\rifle_m1894\fly_m1894_shell_insert_00.wav,0,,0,,all,
fly_hacker_pouch_open,sound\firearms\equipment_hacker\evt_moon_hacker_open.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_hacker\evt_moon_hacker_open.wav,0,,0,,all,
fly_hacker_pouch_close,sound\firearms\equipment_hacker\evt_moon_hacker_close.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_hacker\evt_moon_hacker_close.wav,0,,0,,all,
fly_hacker_pen_in,sound\firearms\equipment_hacker\evt_moon_hacker_pen_in.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_hacker\evt_moon_hacker_pen_in.wav,0,,0,,all,
fly_hacker_pen_out,sound\firearms\equipment_hacker\evt_moon_hacker_pen_out.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\equipment_hacker\evt_moon_hacker_pen_out.wav,0,,0,,all,
fly_windcannon_button_press,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_on_fraise.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_on_fraise.wav,0,,0,,all,
fly_windcannon_drumeject,sound\firearms\energy_thundergun\fly_sonic_thundergun_eject.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_thundergun\fly_sonic_thundergun_eject.wav,0,,0,,all,
fly_windcannon_activate,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_on.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_on.wav,0,,0,,all,
fly_windcannon_drum_place,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_replace.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_replace.wav,0,,0,,all,
fly_windcannon_drum_lock,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_slide_lock.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_thundergun\fly_sonic_thundergun_cell_slide_lock.wav,0,,0,,all,
fly_freeze_break_open,sound\firearms\energy_freezegun\fly_freezegun_action_open.wav,,,,reload,89.1,89.1,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_freezegun\fly_freezegun_action_open.wav,0,,0,,all,
fly_freeze_action_close,sound\firearms\energy_freezegun\fly_freezegun_action_close.wav,,,,reload,89.1,89.1,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_freezegun\fly_freezegun_action_close.wav,0,,0,,all,
fly_freeze_cylinder_twist,sound\firearms\energy_freezegun\fly_freezegun_cylinder_twist.wav,,,,reload,89.1,89.1,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_freezegun\fly_freezegun_cylinder_twist.wav,0,,0,,all,
fly_freeze_cylinder_insert,sound\firearms\energy_freezegun\fly_freezegun_cylinder_insert.wav,,,,reload,89.1,89.1,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_freezegun\fly_freezegun_cylinder_insert.wav,0,,0,,all,
fly_freeze_cylinder_remove,sound\firearms\energy_freezegun\fly_freezegun_cylinder_remove.wav,,,,reload,89.1,89.1,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\energy_freezegun\fly_freezegun_cylinder_remove.wav,0,,0,,all,
fly_sticknade_pinpull,sound\firearms\explosive_handgrenade\grenade_pinpull_ger.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\explosive_handgrenade\grenade_pinpull_ger.wav,0,,0,,all,
wpn_m7_fire_ug,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,,,bo3_ug_fire_3p,wpn_smg_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,2,oldest,-100,100,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_smg_npc,no,,0,,0,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,0,,0,,all,
wpn_m7_fire_3p,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,,,,wpn_pis_npc,100,100,100,500,4000,5000,log3,log2,allon,rdefault,10,priority,5,oldest,-281,0,0,20,90,0.247,1,3d,loaded,nonlooping,variant,1,0,100,,default,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,wpn_pis_npc,no,,0,,0,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,0,,0,,all,
wpn_m7_fire_plr,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,,,,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,0,,0,,all,
wpn_m7_fire_ug_plr,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,,,bo3_ug_fire,wpn_smg_plr,100,100,100,0,0,0,curve3,default,allon,rdefault,5,oldest,5,reject,0,0,0,90,90,0.247,1,2d,loaded,nonlooping,volume,1,0,100,smg_3p_gun_duck,wpn_all,0,0,0,0,0.498,0.498,no,no,none,1000,no,,both,no,no,,,0,yes,no,0.001000,0.290000,xwma,yes,no,world,wpn_plr,no,,0,,0,sound\firearms\gl_m7\wpn_m7_riflegrenade_fire.wav,0,,0,,all,
fly_m7launch_grenade_remove,sound\firearms\gl_m7\fly_m7launcher_grenade_remove.wav,,,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.247,1,2d,loaded,nonlooping,volume,1,0,25.1,,default,0,0,0,0,0.498,0.498,no,yes,none,1000,no,,both,no,no,,,0,yes,no,0.000000,0.000000,xwma,yes,no,world,reload,no,,0,,0,sound\firearms\gl_m7\fly_m7launcher_grenade_remove.wav,0,,0,,all,
